iter	Logloss
479	0.3339928229
480	0.3338643095
481	0.3336220131
482	0.3335360428
483	0.3334575062
484	0.333407742
485	0.3334068788
486	0.3333479056
487	0.3333088744
488	0.3332044188
489	0.3330644042
490	0.3329201651
491	0.3328598401
492	0.3328380961
493	0.3327295957
494	0.3325210769
495	0.3324035219
496	0.3323412972
497	0.3321482125
498	0.3320743765
499	0.3320418128
500	0.3317682614
501	0.3316148719
502	0.3313801021
503	0.3313138656
504	0.3311217695
505	0.3309985393
506	0.3309373744
507	0.3308097995
508	0.3307070431
509	0.3306610341
510	0.3306092404
511	0.3305618207
512	0.3304819575
513	0.3303486384
514	0.3302589343
515	0.33022574
516	0.3300501146
517	0.3298945308
518	0.3297717756
519	0.3296890733
520	0.3296114599
521	0.3294357863
522	0.3294252011
523	0.3293164597
524	0.3291314383
525	0.3290030107
526	0.3288806936
527	0.3287507129
528	0.3286868763
529	0.328649169
530	0.3285586855
531	0.3283858225
532	0.3283143958
533	0.3282168843
534	0.3281103278
535	0.327997222
536	0.3278162493
537	0.3276949434
538	0.3276479427
539	0.327500786
540	0.3273709899
541	0.3272702392
542	0.3272321183
543	0.3271471993
544	0.3271009764
545	0.3270352726
546	0.3270253186
547	0.3269113827
548	0.3268803875
549	0.3267844133
550	0.3265849569
551	0.3263895409
552	0.3262706157
553	0.3261551024
554	0.3260630973
555	0.3259563343
556	0.3259256089
557	0.3256815684
558	0.3254393433
559	0.3253231058
560	0.3251760773
561	0.3250598902
562	0.3249620175
563	0.3248601919
564	0.3248153587
565	0.3247339914
566	0.3245340107
567	0.3244326975
568	0.3241700593
569	0.3240587553
570	0.3239684715
571	0.3239371296
572	0.3236964381
573	0.3235864181
574	0.3233739001
575	0.3232950675
576	0.3231712267
577	0.3230604449
578	0.3230243682
579	0.3229752819
580	0.3228722
581	0.3227442618
582	0.3226607289
583	0.322542308
584	0.3224390078
585	0.3224325344
586	0.322293322
587	0.3222054894
588	0.3221718308
589	0.3221309361
590	0.3220521215
591	0.3219592837
592	0.3217691537
593	0.3216707676
594	0.3215282766
595	0.3214095942
596	0.3212990889
597	0.3210982918
598	0.3209932608
599	0.3208398527
600	0.320689657
601	0.3204824274
602	0.3204043955
603	0.3203239966
604	0.3201722707
605	0.3200952764
606	0.3200865957
607	0.3200763511
608	0.3199701515
609	0.319936963
610	0.3198933243
611	0.3196955885
612	0.319618915
613	0.3195340446
614	0.3194685234
615	0.3194045385
616	0.3193658676
617	0.3193000656
618	0.3192233368
619	0.3191426909
620	0.3189142879
621	0.3187746708
622	0.3186868954
623	0.3184083486
624	0.3183205522
625	0.3182235953
626	0.3180890148
627	0.3180615008
628	0.3179965325
629	0.3178231573
630	0.3177505748
631	0.3176458725
632	0.3174881946
633	0.3174506261
634	0.3173467875
635	0.3171811581
636	0.3171121301
637	0.3170360185
638	0.3169974327
639	0.3169089263
640	0.3167871177
641	0.3166500131
642	0.3166226377
643	0.3164446931
644	0.3164014721
645	0.316239806
646	0.3160374625
647	0.3158289369
648	0.3157505242
649	0.3156287688
650	0.3155926472
651	0.315562156
652	0.315523263
653	0.3155184492
654	0.3154170753
655	0.3153749203
656	0.3151831774
657	0.3150294612
658	0.314922575
659	0.3148266728
660	0.3147723867
661	0.314638033
662	0.3144199305
663	0.3143179889
664	0.3142342383
665	0.3140628951
666	0.3139581718
667	0.313807355
668	0.3137173449
669	0.3136339908
670	0.3135486182
671	0.3131994512
672	0.3131104576
673	0.312965024
674	0.3127331491
675	0.3126379946
676	0.3125135567
677	0.3123681123
678	0.3122545587
679	0.3121764984
680	0.3120874755
681	0.3119809463
682	0.3119305818
683	0.3118790445
684	0.3117906194
685	0.3117472685
686	0.3116449758
687	0.3115735451
688	0.311431849
689	0.3113463433
690	0.311210898
691	0.3110122891
692	0.3109351669
693	0.3108772559
694	0.3108677472
695	0.3108125987
696	0.310753323
697	0.3106749033
698	0.3105655401
699	0.3105104121
700	0.3104236933
701	0.3103885655
702	0.3102755348
703	0.3102295778
704	0.3101088044
705	0.3099596471
706	0.3096083492
707	0.3094183753
708	0.3093369598
709	0.3092777836
710	0.3092508003
711	0.3090993155
712	0.3090267201
713	0.3089631128
714	0.3088655568
715	0.3087652852
716	0.3086456615
717	0.3083793161
718	0.3083274692
719	0.3082038253
720	0.3079646194
721	0.3077951705
722	0.3076412395
723	0.3075860351
724	0.3075243952
725	0.3074075521
726	0.3073251683
727	0.3072042901
728	0.307084117
729	0.3068660225
730	0.3067591726
731	0.3066901205
732	0.3066778563
733	0.3066149959
734	0.3065844618
735	0.3063382974
736	0.3062953033
737	0.3062654115
738	0.3062322286
739	0.3060763595
740	0.3060296456
741	0.3059434474
742	0.3059012023
743	0.305737492
744	0.3057286567
745	0.3055250793
746	0.3054942244
747	0.3054469545
748	0.3053114549
749	0.3051708238
750	0.305031442
751	0.304969836
752	0.3049216531
753	0.3047366576
754	0.3046237389
755	0.3045392364
756	0.304332654
757	0.3041607238
758	0.3040727806
759	0.3038776755
760	0.3038147352
761	0.3038090962
762	0.3037583156
763	0.3037468097
764	0.3036820303
765	0.3033999404
766	0.3033328545
767	0.3031966851
768	0.3030679048
769	0.3029794772
770	0.3028888917
771	0.3027956902
772	0.3027585491
773	0.3026090265
774	0.3025950825
775	0.3025100879
776	0.3024380556
777	0.3023332041
778	0.3022924366
779	0.3021132538
780	0.3020286545
781	0.3018804281
782	0.3018659275
783	0.301734234
784	0.3016860078
785	0.3015870484
786	0.3015011549
787	0.3014903176
788	0.3012227607
789	0.3010848367
790	0.3009273548
791	0.3007962199
792	0.3007185634
793	0.3006614861
794	0.3005626884
795	0.3004245332
796	0.3003748285
797	0.3003383455
798	0.300298887
799	0.3000144829
800	0.2999260622
801	0.2998462714
802	0.2996582043
803	0.2995594306
804	0.2994929282
805	0.2993970579
806	0.2993239152
807	0.2991732205
808	0.2991254841
809	0.2989515089
810	0.2988608678
811	0.2988291078
812	0.2987465891
813	0.2987046864
814	0.2986574517
815	0.2984335264
816	0.2983939968
817	0.2982800525
818	0.2980392795
819	0.2979763813
820	0.2979524041
821	0.2978720051
822	0.2977730356
823	0.2977141515
824	0.29751891
825	0.2973892709
826	0.2973869372
827	0.2971878965
828	0.2969260388
829	0.2966689947
830	0.2964498061
831	0.2962886818
832	0.2960939804
833	0.2960783737
834	0.2960188521
835	0.2958747753
836	0.2958300039
837	0.2957990593
838	0.2956676638
839	0.295356159
840	0.2950826741
841	0.2950242439
842	0.2949458602
843	0.2948313672
844	0.2947932291
845	0.294715287
846	0.2946270979
847	0.2943988392
848	0.2943361332
849	0.2942581584
850	0.2940771929
851	0.2940313863
852	0.2938787945
853	0.2938113784
854	0.2937667289
855	0.2935650384
856	0.2934939445
857	0.2933914792
858	0.2932942798
859	0.2932718445
860	0.2932238856
861	0.2931243513
862	0.2930886448
863	0.293069805
864	0.2927707803
865	0.2926904956
866	0.292632311
867	0.29259304
868	0.2925440709
869	0.2924876328
870	0.2924368702
871	0.2923692771
872	0.2922061435
873	0.2921724869
874	0.2921636297
875	0.2920873213
876	0.2920343197
877	0.2918563404
878	0.2918067782
879	0.2917437073
880	0.2916631262
881	0.2915175179
882	0.2914689302
883	0.2913347648
884	0.2912543795
885	0.2911137926
886	0.29100135
887	0.290829527
888	0.2907314281
889	0.2905601695
890	0.2903891034
891	0.2902679339
892	0.290153009
893	0.2900759176
894	0.290004136
895	0.2899535191
896	0.289904958
897	0.2898186959
898	0.2897122162
899	0.2896293135
900	0.2895207503
901	0.2894059879
902	0.2893622945
903	0.28930637
904	0.289161837
905	0.2891370809
906	0.2890838199
907	0.2890192755
908	0.2889375425
909	0.2887860536
910	0.2887290982
911	0.2886836911
912	0.2883765402
913	0.2883322341
914	0.2883092695
915	0.2880979851
916	0.2880513367
917	0.2879769682
918	0.2879069121
919	0.2878404157
920	0.2876921783
921	0.2876283224
922	0.2875803816
923	0.2874023059
924	0.287183746
925	0.2870491785
926	0.2869780346
927	0.2869063249
928	0.286715445
929	0.2866306503
930	0.2865731432
931	0.2864580177
932	0.2862067699
933	0.2861162394
934	0.2860386572
935	0.2859511447
936	0.2857862501
937	0.2856393845
938	0.2855800232
939	0.2854834912
940	0.2854181008
941	0.2853430923
942	0.2853142375
943	0.2851133157
944	0.2850956755
945	0.2850305272
946	0.2849494743
947	0.2848216626
948	0.2847681197
949	0.2846679219
950	0.284598444
951	0.2845299782
952	0.2845024871
953	0.2842981441
954	0.2840954201
955	0.2840000776
956	0.2839121828
957	0.2838775498
958	0.2837363949
959	0.2836777384
960	0.2836301386
961	0.2835758369
962	0.2835138234
963	0.2832993966
964	0.2831538893
965	0.2830200285
966	0.2829694072
967	0.2828281789
968	0.2826558745
969	0.2825678436
970	0.2825370444
971	0.2823510109
972	0.2822602963
973	0.2821993529
974	0.2821396477
975	0.2820456561
976	0.2818104272
977	0.2816234282
978	0.2815564611
979	0.2815215858
980	0.2814644121
981	0.2812912344
982	0.2812707082
983	0.2812293773
984	0.2810660839
985	0.2810416306
986	0.2809430644
987	0.2807933458
988	0.2807162425
989	0.2806315592
990	0.2804713106
991	0.2804153668
992	0.2802098203
993	0.2801117852
994	0.2799975056
995	0.2799498271
996	0.2798400689
997	0.2797832945
998	0.2797326195
999	0.2796669637
