iter	RMSE
441	3579.150461
442	3577.969591
443	3575.723139
444	3572.115736
445	3571.057786
446	3570.603308
447	3568.460811
448	3568.165424
449	3567.296578
450	3565.191563
451	3563.871445
452	3562.809055
453	3560.486138
454	3558.499121
455	3557.359168
456	3556.199869
457	3555.044544
458	3554.220227
459	3551.429158
460	3549.488956
461	3548.300551
462	3545.430613
463	3543.127603
464	3541.550094
465	3539.846527
466	3536.729716
467	3535.635187
468	3533.419157
469	3530.332365
470	3527.232304
471	3525.327228
472	3523.577932
473	3521.902912
474	3520.796718
475	3519.834945
476	3518.569192
477	3514.346699
478	3513.652002
479	3510.732142
480	3507.928818
481	3506.007948
482	3504.125634
483	3503.729821
484	3502.697631
485	3500.165928
486	3498.116536
487	3497.191748
488	3495.601696
489	3493.605004
490	3491.916181
491	3489.886617
492	3488.878479
493	3486.077245
494	3485.039813
495	3484.021535
496	3483.712543
497	3482.821357
498	3481.611143
499	3480.488168
500	3478.297451
501	3476.68317
502	3476.304188
503	3474.750259
504	3473.311698
505	3472.424515
506	3471.377707
507	3470.43548
508	3469.795171
509	3467.651531
510	3467.362963
511	3466.536938
512	3464.290204
513	3463.591528
514	3462.715088
515	3462.033959
516	3460.140398
517	3459.746072
518	3458.902452
519	3458.148895
520	3456.833681
521	3454.16345
522	3453.363963
523	3452.470473
524	3451.740294
525	3451.376599
526	3450.409892
527	3450.145595
528	3449.016461
529	3447.814965
530	3447.552386
531	3446.55829
532	3444.887934
533	3444.170839
534	3443.114682
535	3442.773286
536	3439.704056
537	3438.729307
538	3438.478477
539	3437.809408
540	3435.672683
541	3434.209215
542	3433.556551
543	3432.571385
544	3431.205891
545	3429.664788
546	3428.733154
547	3427.66151
548	3427.041298
549	3424.516184
550	3420.920535
551	3419.8975
552	3418.98398
553	3418.210338
554	3416.573882
555	3415.607961
556	3414.623442
557	3413.411561
558	3409.672298
559	3406.163509
560	3405.634848
561	3403.509968
562	3402.926479
563	3400.446772
564	3399.699748
565	3398.896447
566	3398.336512
567	3396.18995
568	3395.292516
569	3394.73169
570	3393.079774
571	3389.64915
572	3386.360901
573	3384.098953
574	3383.263543
575	3382.073099
576	3380.592775
577	3378.67174
578	3378.415724
579	3373.811757
580	3372.926982
581	3369.495413
582	3367.398771
583	3366.608841
584	3365.740992
585	3364.827388
586	3363.619672
587	3363.282772
588	3362.433985
589	3361.193867
590	3360.132996
591	3357.536807
592	3356.990185
593	3355.509718
594	3351.729972
595	3350.149292
596	3349.315872
597	3348.500385
598	3347.836621
599	3346.683027
600	3346.003325
601	3345.485967
602	3342.263007
603	3338.633739
604	3337.83313
605	3337.063603
606	3335.448735
607	3334.084325
608	3333.604991
609	3332.115372
610	3330.546033
611	3328.733234
612	3326.738307
613	3325.53296
614	3324.668458
615	3321.636494
616	3318.947155
617	3318.435187
618	3315.838501
619	3314.85338
620	3314.07129
621	3311.167482
622	3310.401924
623	3310.0541
624	3309.553249
625	3308.74102
626	3304.341807
627	3302.036811
628	3301.356736
629	3299.494373
630	3296.517842
631	3294.255311
632	3293.096758
633	3291.402674
634	3290.645851
635	3289.257676
636	3286.069186
637	3285.225404
638	3282.384851
639	3281.647716
640	3278.347752
641	3276.848822
642	3276.673135
643	3273.897557
644	3272.503979
645	3270.184263
646	3269.95588
647	3268.941521
648	3268.774116
649	3268.674702
650	3267.518771
651	3266.53482
652	3265.818628
653	3264.065182
654	3263.928163
655	3262.982246
656	3260.098684
657	3259.4607
658	3258.819642
659	3255.635123
660	3253.31492
661	3251.861047
662	3249.389805
663	3248.674196
664	3247.075798
665	3244.461934
666	3243.668089
667	3242.24488
668	3241.40004
669	3239.294634
670	3238.139716
671	3234.644534
672	3234.317459
673	3234.039953
674	3233.945973
675	3232.758957
676	3230.929754
677	3229.222338
678	3228.183824
679	3227.621473
680	3225.742435
681	3225.108068
682	3224.499017
683	3223.494023
684	3223.063119
685	3221.967505
686	3221.149563
687	3220.557422
688	3220.44175
689	3219.836865
690	3216.533618
691	3215.138361
692	3214.447587
693	3212.904419
694	3210.843316
695	3206.963956
696	3206.344519
697	3204.89382
698	3204.775677
699	3203.986181
700	3202.891312
701	3201.856362
702	3201.190671
703	3199.826676
704	3199.39479
705	3198.342276
706	3197.74415
707	3195.643158
708	3194.504212
709	3193.784386
710	3193.542849
711	3191.503647
712	3190.046892
713	3189.811766
714	3187.643799
715	3186.787908
716	3185.394159
717	3184.561047
718	3183.263876
719	3182.145738
720	3181.491557
721	3181.416747
722	3180.492252
723	3179.4901
724	3178.788356
725	3178.038131
726	3177.483865
727	3174.990935
728	3174.443273
729	3173.353158
730	3171.690776
731	3170.672954
732	3169.478066
733	3165.53365
734	3162.674024
735	3161.703008
736	3160.554604
737	3159.825005
738	3158.487371
739	3157.622049
740	3156.285754
741	3155.07704
742	3154.426716
743	3153.09968
744	3151.711845
745	3151.092074
746	3150.485515
747	3148.943312
748	3147.931982
749	3147.422409
750	3145.315117
751	3144.339487
752	3143.328859
753	3142.349575
754	3141.100423
755	3140.091622
756	3138.789007
757	3137.536011
758	3136.307251
759	3134.114608
760	3132.003721
761	3131.602439
762	3130.37386
763	3129.381543
764	3128.910836
765	3127.734599
766	3126.456969
767	3125.998137
768	3124.794129
769	3122.558423
770	3120.142649
771	3119.707681
772	3118.441324
773	3117.363851
774	3115.144446
775	3114.352484
776	3113.038692
777	3111.264391
778	3110.284474
779	3108.411605
780	3107.539804
781	3106.30304
782	3105.472228
783	3103.025397
784	3101.274345
785	3099.537049
786	3098.031172
787	3096.998904
788	3096.018262
789	3094.842364
790	3092.967961
791	3091.994201
792	3090.839159
793	3089.858787
794	3088.941675
795	3088.202231
796	3087.341514
797	3086.342886
798	3085.13226
799	3083.216241
800	3082.299042
801	3080.441598
802	3077.258408
803	3075.329352
804	3074.132086
805	3072.989362
806	3072.106541
807	3069.948546
808	3069.184785
809	3067.959431
810	3066.741146
811	3065.532618
812	3064.080849
813	3063.210341
814	3061.592894
815	3059.82636
816	3058.750596
817	3056.758394
818	3055.559141
819	3053.710935
820	3051.700141
821	3050.784816
822	3049.948825
823	3048.534181
824	3046.561378
825	3044.712201
826	3042.337114
827	3039.690032
828	3037.891526
829	3036.489215
830	3036.199457
831	3035.014306
832	3034.10641
833	3030.371788
834	3029.187447
835	3028.123767
836	3026.770953
837	3025.63918
838	3025.535799
839	3024.023872
840	3023.617249
841	3022.463117
842	3021.632318
843	3020.816569
844	3018.219982
845	3018.016666
846	3017.104719
847	3015.684949
848	3013.75187
849	3012.927295
850	3011.675875
851	3010.196573
852	3009.051485
853	3007.338612
854	3006.027238
855	3005.264806
856	3004.034813
857	3002.901649
858	3001.793333
859	3000.71862
860	2999.900651
861	2998.248986
862	2997.529777
863	2995.321016
864	2993.955601
865	2992.537327
866	2991.276768
867	2990.435045
868	2988.621423
869	2987.810562
870	2985.573452
871	2984.484203
872	2983.596059
873	2982.738288
874	2981.420672
875	2980.091984
876	2979.444387
877	2978.397841
878	2976.757391
879	2975.689636
880	2973.613537
881	2972.736752
882	2971.73839
883	2970.861085
884	2970.240894
885	2968.419779
886	2967.140577
887	2965.448119
888	2963.90722
889	2963.076438
890	2961.528977
891	2958.51378
892	2957.448027
893	2955.461041
894	2954.000326
895	2952.987587
896	2952.167928
897	2951.366914
898	2950.116324
899	2948.398889
900	2945.970266
901	2945.275486
902	2944.376968
903	2943.82876
904	2941.842931
905	2941.451914
906	2939.330662
907	2938.12966
908	2936.610693
909	2935.831849
910	2935.040369
911	2933.93111
912	2931.606891
913	2930.777178
914	2928.804545
915	2928.010624
916	2924.598174
917	2923.896052
918	2923.117896
919	2922.444691
920	2921.743161
921	2920.807555
922	2919.373335
923	2918.548999
924	2917.366534
925	2915.167916
926	2913.718604
927	2912.619679
928	2911.039436
929	2910.199461
930	2908.908796
931	2907.626674
932	2906.286531
933	2904.704926
934	2903.99033
935	2903.22241
936	2901.548657
937	2900.947259
938	2899.044674
939	2898.101661
940	2896.43649
941	2895.867085
942	2894.513361
943	2893.540954
944	2892.275692
945	2891.229457
946	2890.194479
947	2889.252856
948	2887.794111
949	2886.188196
950	2885.044847
951	2884.317557
952	2882.279715
953	2881.592404
954	2880.012451
955	2879.39096
956	2878.638883
957	2878.235693
958	2875.827501
959	2874.814015
960	2873.560322
961	2872.329138
962	2871.537391
963	2869.081517
964	2867.885694
965	2867.389937
966	2866.138712
967	2865.212011
968	2864.22084
969	2862.92802
970	2862.062784
971	2861.441544
972	2860.417013
973	2859.722518
974	2858.574036
975	2857.479727
976	2855.427495
977	2854.639269
978	2853.143361
979	2852.622101
980	2851.802775
981	2851.447001
982	2850.848146
983	2847.98984
984	2847.572963
985	2846.880531
986	2846.398897
987	2845.403445
988	2844.925749
989	2844.394039
990	2843.051672
991	2842.577889
992	2841.527943
993	2840.561251
994	2839.960313
995	2838.941041
996	2835.695817
997	2834.249999
998	2832.720928
999	2832.068494
